Citra,Lable,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195
/content/Crop ROI/ga/ga40.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,75,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,19,0,76,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,88,0,57,0,24,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,57,0,35,0,54,0,45,0,2,0,2,0,9,23,0,0,5,70,0,20,0,46,0,17,9,6,16,2,63,0,89,0,12,0,15,0,0,0,0,0,73,68,2,0,14,109,0,57,0,72,0,115,16,15,23,22,36,0,74,0,1,0,3,0,0,0,0,0,18,4,6,2,12,4,7,23,11,7,15,22,6,1,3,18,11,0,2,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga4.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,50,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,41,0,9,0,96,0,31,0,6,5,0,4,8,39,4,9,0,16,6,0,1,0,0,0,28,0,5,0,102,0,28,0,27,0,10,0,82,23,1,10,40,64,43,12,0,13,86,0,19,0,2,0,106,0,27,0,45,0,9,0,2,0,1,14,68,27,17,16,15,6,78,3,18,0,120,0,107,0,14,0,59,0,10,0,4,0,0,0,0,0,0,17,43,31,29,39,27,12,65,25,63,21,56,0,66,7,6,0,7,0,3,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga94.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,76,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,42,0,13,0,84,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,94,0,55,0,21,0,13,0,25,18,1,9,34,92,0,82,1,43,0,31,2,1,1,1,57,0,38,0,47,0,48,0,2,0,1,0,104,16,29,9,25,34,0,58,1,17,1,111,10,1,44,13,68,0,90,0,11,0,15,0,0,0,0,0,34,0,28,2,2,2,0,4,0,2,1,37,12,0,81,21,26,0,80,0,1,0,2,0,0,0,0,1,6,0,11,18,23,23,49,7,3,3,15,7,4,0,20,4,7,0,17,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga41.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,7,0,110,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,107,0,26,0,37,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,73,0,37,0,52,0,25,0,3,0,1,0,5,16,0,2,4,45,0,13,0,24,0,5,30,0,14,0,73,0,67,0,10,0,8,0,0,0,0,0,74,60,4,2,15,127,0,88,0,56,0,66,49,0,46,0,33,0,28,0,0,0,1,0,0,0,0,3,32,5,6,0,3,2,0,17,0,0,0,27,16,0,5,0,6,0,5,0,0,0,0,0,0,0,0,2,3,0,2,21,21,20,12,18,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga70.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,24,49,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,18,36,0,10,44,45,0,25,1,3,3,0,7,16,27,0,12,21,72,2,30,4,30,7,11,27,0,12,58,53,0,33,11,7,0,3,15,67,15,0,27,69,48,0,13,23,69,10,36,30,30,112,47,67,0,45,13,16,0,11,0,0,0,0,37,51,3,12,22,35,7,22,20,13,3,24,55,73,0,82,22,29,0,16,2,0,0,1,0,0,0,0,12,14,4,7,4,2,1,7,8,4,1,10,12,15,0,5,1,4,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga42.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,88,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,49,0,21,0,75,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,9,0,93,0,52,0,16,0,9,0,2,8,0,7,2,18,0,7,0,2,0,0,8,0,5,0,82,0,42,0,40,0,21,0,1,0,1,0,75,44,0,50,17,77,0,121,0,3,0,31,38,0,28,0,67,0,54,0,6,0,3,0,0,0,0,0,53,7,12,12,5,6,0,64,0,1,0,75,35,0,29,1,20,0,21,0,0,0,0,0,0,0,0,0,5,0,7,12,15,0,20,17,5,0,16,5,4,0,1,1,2,0,1,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga59.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,53,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,62,0,0,6,105,0,2,0,2,16,0,7,1,30,0,7,0,7,0,0,9,1,0,0,66,13,0,0,104,6,0,0,17,0,0,0,63,83,2,34,10,100,4,83,11,10,18,7,80,18,2,0,88,10,0,0,13,4,0,0,0,0,0,15,46,20,12,22,13,10,5,49,19,9,18,10,59,7,2,0,9,1,0,0,0,0,0,0,0,0,0,11,14,7,3,6,8,4,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga112.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,75,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,43,0,27,3,63,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,3,95,0,54,3,12,0,13,0,1,2,0,0,7,20,0,19,8,18,1,12,3,0,3,0,70,0,47,0,39,0,33,0,1,0,1,0,45,5,0,0,84,72,0,61,17,55,36,38,29,0,57,1,72,0,63,0,7,0,8,0,0,0,0,0,108,1,36,0,23,2,1,8,2,2,64,25,51,3,102,1,32,0,19,0,0,0,0,0,0,0,0,8,34,6,54,22,9,12,7,6,1,1,12,12,13,6,22,0,3,0,2,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga107.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,23,0,47,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,63,0,28,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25,0,98,0,14,0,67,0,0,0,0,0,0,5,0,1,0,5,0,1,0,0,0,0,5,0,7,0,40,0,104,0,9,0,29,0,22,7,0,0,38,85,0,54,3,81,0,69,0,4,0,15,16,0,28,0,41,0,100,0,2,0,7,1,92,5,33,0,39,30,3,29,1,26,0,115,0,2,0,93,15,0,57,4,20,0,79,0,0,0,1,16,25,0,41,0,4,0,4,10,3,18,7,16,0,5,4,40,4,6,31,7,7,3,34,0,0,0,0
/content/Crop ROI/ga/ga68.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,27,49,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,35,0,11,47,41,0,22,1,2,4,0,13,5,18,0,12,1,8,0,0,2,0,0,15,29,0,3,49,69,0,18,11,7,0,3,23,62,22,0,47,28,70,0,101,3,15,13,27,29,3,6,77,61,1,1,15,10,0,1,0,0,0,0,27,59,7,14,29,12,1,16,46,4,3,25,54,70,12,6,14,11,1,0,0,0,0,0,0,0,0,0,11,6,3,15,4,1,0,2,2,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga80.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,102,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,94,0,13,0,69,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,75,0,19,0,77,0,6,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,72,0,66,0,9,0,5,0,0,0,0,0,23,10,0,10,31,80,2,49,4,27,15,6,70,0,63,0,32,0,28,0,0,0,0,0,0,0,0,1,107,33,5,12,36,44,3,63,9,15,90,22,42,0,98,0,4,0,8,0,0,0,0,0,0,0,0,5,51,13,45,20,22,16,43,18,14,0,61,9,22,0,35,0,0,0,1,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga91.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,76,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,43,0,27,0,71,0,44,0,0,0,0,0,2,14,0,7,2,28,0,7,0,6,0,0,11,0,12,0,83,0,73,0,15,0,12,0,30,9,0,0,72,65,0,44,14,86,0,111,0,6,3,17,35,0,51,0,45,0,67,0,1,0,2,0,119,11,3,2,38,16,2,14,6,6,3,60,0,0,7,82,33,0,82,2,14,0,36,0,0,0,0,0,30,0,9,5,12,6,16,28,25,12,47,8,0,0,3,21,7,0,9,2,2,0,8,0,0,0,0
/content/Crop ROI/ga/ga79.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,0,1,0,117,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,117,0,16,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,89,0,38,0,38,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,54,0,28,0,63,0,41,0,3,0,2,0,0,0,0,0,10,5,0,12,16,40,3,22,14,12,16,0,80,0,76,0,15,0,9,0,0,0,0,0,0,0,0,1,92,17,1,18,54,47,28,52,35,12,118,4,36,0,66,0,1,0,2,0,0,0,0,0,0,0,0,5,79,11,26,36,24,5,47,20,39,0,107,4,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga78.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,65,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,56,0,14,0,90,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,13,0,100,0,40,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,88,0,42,0,33,0,19,0,0,0,1,0,7,6,0,2,22,41,0,42,13,36,4,14,55,0,26,0,64,0,42,0,3,0,2,0,0,0,0,0,95,38,2,14,68,86,2,49,24,30,65,22,77,0,65,0,15,0,6,0,0,0,0,0,0,0,0,6,78,25,31,18,63,23,16,15,38,10,44,1,23,1,24,0,0,0,1,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga15.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,33,12,0,0,96,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,52,20,0,0,103,34,0,0,34,9,0,9,5,23,0,10,0,13,0,3,7,0,2,0,76,4,8,0,87,23,1,0,16,5,0,0,1,0,0,35,27,88,0,121,1,36,1,54,26,0,31,2,76,0,57,0,12,0,1,0,0,0,0,0,0,0,0,38,21,66,32,64,12,18,12,96,14,0,39,16,20,0,44,0,0,0,0,0,0,0,0,0,0,0,0,26,5,16,12,5,9,10,11,9,3,0,4,9,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga82.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,62,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,57,0,35,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,46,0,98,0,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,26,0,47,0,94,0,2,0,6,0,0,0,0,0,2,5,0,6,2,17,0,6,1,8,0,0,32,0,66,0,29,0,66,0,0,0,0,0,24,18,0,0,57,70,0,16,28,108,4,79,8,15,36,5,68,0,89,0,11,0,23,0,0,0,0,15,82,25,21,5,47,64,12,16,11,25,18,28,20,3,113,9,40,0,93,0,2,0,3,0,0,0,0
/content/Crop ROI/ga/ga10.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,91,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,86,0,22,0,56,0,20,2,1,3,0,3,1,3,0,1,0,0,0,0,8,0,0,0,72,0,7,0,84,0,17,0,8,0,4,7,59,37,4,64,9,25,22,8,4,0,12,0,63,0,4,0,103,0,11,0,15,0,1,0,0,0,0,17,81,33,31,37,12,12,127,7,51,7,36,0,103,1,17,0,18,0,1,0,0,0,0,0,0,0,0,28,52,3,44,37,23,12,90,11,76,22,19,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga102.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,32,0,59,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,45,0,82,0,23,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,48,0,108,0,7,0,22,0,0,0,0,0,0,7,0,0,0,15,0,1,0,8,0,1,11,0,36,0,28,0,116,0,1,0,6,0,26,12,0,0,44,85,0,17,8,135,0,64,0,77,0,52,14,17,60,2,13,5,104,0,0,0,0,6,83,9,26,0,36,28,1,5,5,23,0,30,0,20,0,48,6,36,14,2,9,14,28,0,0,0,0,3,8,0,5,0,2,0,1,7,3,6,1,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga114.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,36,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,59,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,36,0,46,0,87,0,0,0,0,0,0,4,0,1,0,7,0,1,0,3,0,0,3,0,3,0,57,0,78,0,23,0,36,3,24,11,0,3,46,83,0,44,10,106,1,65,0,6,7,4,24,0,23,0,59,0,82,0,4,0,8,6,113,14,12,5,36,32,0,21,6,17,1,83,2,1,66,20,63,0,83,0,33,0,36,0,0,0,0,8,25,0,66,24,47,10,0,9,3,1,0,15,8,0,78,15,50,0,115,0,7,0,8,0,0,0,0
/content/Crop ROI/ga/ga109.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,54,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,28,0,64,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,69,0,69,0,24,0,26,0,0,0,0,0,1,3,0,3,1,6,0,3,1,3,0,0,39,0,29,0,70,0,53,0,3,0,3,0,9,3,0,0,54,24,0,22,28,110,5,61,11,13,28,3,83,0,65,0,19,0,21,0,0,0,0,0,67,3,14,0,86,18,5,8,13,11,7,46,27,4,95,7,51,0,59,0,2,0,2,0,0,0,0,0,78,0,58,15,21,6,9,7,4,1,6,9,16,0,17,2,10,0,8,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga105.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,47,0,38,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,46,0,86,0,22,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,46,0,114,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,47,0,37,0,95,0,1,0,4,0,2,2,0,0,13,26,0,7,10,78,0,39,0,31,0,15,30,0,78,0,22,0,70,0,0,0,0,0,42,5,9,0,84,54,5,7,15,82,0,101,0,28,0,86,15,0,101,3,7,0,42,0,0,0,0,10,43,1,48,1,21,1,9,12,10,6,11,13,0,1,7,30,6,0,27,3,3,0,16,0,0,0,0
/content/Crop ROI/ga/ga2.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,55,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,46,0,22,0,75,0,43,0,2,3,0,7,2,4,0,5,0,1,0,0,0,0,0,0,21,0,9,0,84,0,51,0,21,0,14,0,51,25,0,42,34,50,14,37,0,4,32,0,6,0,3,0,74,0,38,0,48,0,29,0,2,0,2,3,89,8,15,8,15,13,68,8,6,1,104,0,38,0,18,0,72,0,52,0,10,0,6,0,0,0,0,26,17,14,19,6,21,0,86,0,29,0,93,0,78,0,48,0,28,0,19,0,0,0,1,0,0,0,0,30,36,24,23,31,30,0,77,10,71,0,81,0,61,0,34,0,3,0,3,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga7.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,76,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,52,0,11,0,94,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,37,0,8,0,109,0,27,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,0,104,0,31,0,31,0,10,0,1,0,0,3,15,24,1,19,5,19,3,2,8,0,6,0,85,0,33,0,46,0,21,0,2,0,1,0,0,0,0,7,76,37,17,44,10,20,83,6,45,0,38,0,78,0,40,0,8,0,4,0,0,0,0,0,0,0,0,27,39,35,49,45,15,6,106,18,83,3,53,0,18,0,13,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga103.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,37,0,26,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,59,0,16,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,76,0,18,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,26,0,112,0,9,0,48,0,14,9,1,0,21,79,1,12,0,108,0,35,0,63,0,22,3,50,6,12,23,19,107,3,6,0,30,10,66,30,3,0,27,65,6,13,0,69,0,32,0,66,0,42,2,86,2,12,32,57,13,3,3,0,6,1,3,2,0,0,2,2,0,10,12,6,11,18,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga38.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,54,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,17,0,85,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,64,0,58,0,34,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,69,0,69,0,7,0,7,0,5,16,0,6,8,40,0,24,4,27,0,13,3,4,3,0,64,0,64,0,33,0,33,0,0,0,0,0,61,82,1,6,33,102,0,69,4,65,0,111,11,4,15,15,56,0,74,0,7,0,8,0,0,0,0,0,21,13,3,7,16,8,9,23,5,3,9,44,6,0,8,22,14,0,27,0,0,0,1,0,0,0,0
/content/Crop ROI/ga/ga77.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,22,0,120,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,28,0,132,0,3,0,21,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,8,0,32,0,25,0,119,0,1,0,9,0,0,0,0,0,13,0,0,0,50,44,0,48,8,88,0,56,14,10,51,6,25,0,106,0,0,0,2,0,2,0,1,0,58,0,26,5,73,21,22,24,7,31,1,82,7,6,59,13,10,0,62,0,0,0,0,0,6,0,12,0,57,0,99,17,29,15,35,42,16,21,14,11,1,0,12,7,1,0,9,0,0,0,0,0,8,0,35,6,23,0,113,7,4,6,8,7,7,6,2,1,0,0,1,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga106.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,26,0,51,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,46,0,67,0,31,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,47,0,101,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,35,0,43,0,92,0,2,0,5,0,10,4,1,1,34,48,1,37,14,93,0,54,1,15,1,8,38,0,69,0,25,0,62,0,0,0,0,4,75,4,9,1,74,30,6,21,9,26,0,103,1,8,15,39,31,0,105,0,11,0,29,0,0,0,0,16,38,0,6,0,13,1,5,12,3,6,5,20,0,0,10,41,13,0,39,0,2,0,8,0,0,0,0
/content/Crop ROI/ga/ga76.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,69,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,69,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,57,0,84,0,15,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,25,0,47,0,97,0,3,0,6,0,13,12,0,0,22,73,0,19,2,99,0,43,0,13,0,4,34,0,59,0,32,0,68,0,0,0,1,0,87,37,12,0,44,68,2,29,8,84,8,84,6,9,61,15,54,0,110,0,14,0,29,0,0,0,0,36,35,12,28,14,18,8,18,24,29,12,46,18,21,0,118,17,39,0,112,0,2,0,7,0,0,0,0
/content/Crop ROI/ga/ga75.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,38,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,94,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,78,0,30,0,49,0,30,2,2,5,0,6,3,11,0,7,1,8,0,3,0,1,0,0,33,0,26,0,80,0,48,0,10,0,5,15,51,42,9,40,39,82,2,92,10,71,2,55,6,1,4,4,66,0,67,0,24,0,31,0,0,0,0,20,63,11,27,46,71,41,65,54,14,12,65,115,8,0,6,38,31,0,74,1,4,0,12,0,0,0,0,11,10,0,16,31,26,18,61,16,22,5,43,17,0,0,0,40,10,0,17,1,1,0,5,0,0,0,0
/content/Crop ROI/ga/ga17.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,41,9,0,0,108,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,37,0,10,6,115,9,6,0,26,6,0,1,0,5,0,1,0,2,0,0,0,0,0,0,22,0,6,3,110,0,36,3,20,0,10,0,0,0,0,32,16,98,0,74,0,24,2,14,13,0,5,0,101,0,23,0,40,0,18,0,1,0,1,0,0,0,0,27,40,61,24,87,4,12,32,53,66,6,29,0,65,0,19,0,4,0,2,0,0,0,0,0,0,0,0,7,30,22,13,11,4,3,14,15,21,12,11,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga21.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,86,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,98,0,9,0,62,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,72,0,20,0,74,0,12,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,21,0,87,0,44,0,11,0,3,0,0,0,0,0,4,74,0,23,0,46,0,19,7,1,6,1,73,0,69,0,24,0,23,0,0,0,0,0,0,0,0,14,17,115,2,76,3,66,1,112,20,1,22,9,46,0,73,0,2,0,5,0,0,0,0,0,0,0,0,17,38,27,38,37,33,13,20,30,8,0,14,10,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ga/ga39.jpg,ga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,68,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,19,0,77,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,95,0,42,0,28,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,67,0,34,0,60,0,26,0,3,0,1,0,18,25,0,22,15,74,0,51,0,16,0,12,22,0,15,0,76,0,69,0,11,0,7,0,0,0,0,0,92,48,3,20,18,56,0,114,0,11,0,85,31,3,54,3,27,3,55,0,0,0,1,0,0,0,0,0,15,4,3,8,10,0,5,30,6,0,5,32,6,6,13,3,3,3,16,0,0,0,0,0,0,0,0
